brand_name	conceptid	drug_name
"nupercainal hc 1%"	"396458002"	"hydrocortisone (substance)"
"hydrocort cream"	"396458002"	"hydrocortisone (substance)"
"cortatrigen modified"	"396458002"	"hydrocortisone (substance)"
"nucort"	"396458002"	"hydrocortisone (substance)"
"cort-dome"	"396458002"	"hydrocortisone (substance)"
"anucort-hc"	"396458002"	"hydrocortisone (substance)"
"lidamantle hc"	"396458002"	"hydrocortisone (substance)"
"corticool"	"396458002"	"hydrocortisone (substance)"
"cortizone-5"	"396458002"	"hydrocortisone (substance)"
"cortisil mdx"	"396458002"	"hydrocortisone (substance)"
"coraz"	"396458002"	"hydrocortisone (substance)"
"proctozone-h"	"396458002"	"hydrocortisone (substance)"
"hydrocortone acetate"	"396458002"	"hydrocortisone (substance)"
"proctosert hc"	"396458002"	"hydrocortisone (substance)"
"pandel"	"396458002"	"hydrocortisone (substance)"
"cortizone-10"	"396458002"	"hydrocortisone (substance)"
"hydrocortisone-aloe"	"396458002"	"hydrocortisone (substance)"
"cutivate"	"397192001"	"fluticasone (substance)"
"arnuity ellipta"	"397192001"	"fluticasone (substance)"
"flovent"	"397192001"	"fluticasone (substance)"
"flonase"	"397192001"	"fluticasone (substance)"
"veramyst"	"397192001"	"fluticasone (substance)"
"breo"	"397192001"	"fluticasone (substance)"
"lutrepulse"	"397197007"	"gonadorelin (substance)"
"factrel"	"397197007"	"gonadorelin (substance)"
"cystorelin"	"397197007"	"gonadorelin (substance)"
"gonabreed"	"397197007"	"gonadorelin (substance)"
"ovacyst"	"397197007"	"gonadorelin (substance)"
"tranxene"	"39815009"	"clorazepate (substance)"
"gen-xene"	"39815009"	"clorazepate (substance)"
"amevive"	"398691006"	"alefacept (substance)"
"kaodene nn suspension"	"398836001"	"kaolin (substance)"
"kapectolin"	"398836001"	"kaolin (substance)"
"gold bond baby cornstarch plus"	"398836001"	"kaolin (substance)"
"soothables kapd"	"398836001"	"kaolin (substance)"
"dermarest poison ivy"	"398836001"	"kaolin (substance)"
"k-c suspension"	"398836001"	"kaolin (substance)"
"pet pectillin"	"398836001"	"kaolin (substance)"
"kao-spen"	"398836001"	"kaolin (substance)"
"sustain"	"40036000"	"sulfamethazine (substance)"
"maracyn plus"	"40036000"	"sulfamethazine (substance)"
"sulmet"	"40036000"	"sulfamethazine (substance)"
"supra sulfa"	"40036000"	"sulfamethazine (substance)"
"lexapro"	"400447003"	"escitalopram (substance)"
"aloxi"	"404852008"	"palonosetron (substance)"
"akynzeo"	"404852008"	"palonosetron (substance)"
"stribild"	"404856006"	"emtricitabine (substance)"
"emtriva"	"404856006"	"emtricitabine (substance)"
"truvada"	"404856006"	"emtricitabine (substance)"
"complera"	"404856006"	"emtricitabine (substance)"
"levitra"	"404858007"	"vardenafil (substance)"
"staxyn"	"404858007"	"vardenafil (substance)"
"cubicin"	"406439009"	"daptomycin (substance)"
"xolair"	"406443008"	"omalizumab (substance)"
"namzaric"	"406458000"	"memantine (substance)"
"namenda"	"406458000"	"memantine (substance)"
"abilify"	"406784005"	"aripiprazole (substance)"
"raptiva"	"407005009"	"efalizumab (substance)"
"inspra"	"407010008"	"eplerenone (substance)"
"lexiva"	"407017006"	"fosamprenavir (substance)"
"vesicare"	"407030007"	"solifenacin (substance)"
"irenka"	"407032004"	"duloxetine (substance)"
"cymbalta"	"407032004"	"duloxetine (substance)"
"strattera"	"407037005"	"atomoxetine (substance)"
"elestat"	"407068009"	"epinastine (substance)"
"factive"	"407086007"	"gemafloxacin (substance)"
"velcade"	"407097007"	"bortezomib (substance)"
"iressa"	"407100002"	"gefitinib (substance)"
"adcirca"	"407111005"	"tadalafil (substance)"
"cialis"	"407111005"	"tadalafil (substance)"
"iprivask"	"407117009"	"desirudin (substance)"
"plenaxis"	"407128008"	"abarelix (substance)"
"alinia"	"407148001"	"nitazoxanide (substance)"
"humira"	"407317001"	"adalimumab (substance)"
"natpara"	"4076007"	"intact parathyroid hormone (substance)"
"fuzeon"	"409127007"	"enfuvirtide (substance)"
"zetia"	"409149001"	"ezetimibe (substance)"
"alimta"	"409159000"	"pemetrexed (substance)"
"spiriva"	"409169006"	"tiotropium (substance)"
"stiolto"	"409169006"	"tiotropium (substance)"
"somavert"	"409201000"	"pegvisomant (substance)"
"emend"	"409205009"	"aprepitant (substance)"
"hydro-cobex"	"409258004"	"vitamin b>12b< (substance)"
"cyanokit"	"409258004"	"vitamin b>12b< (substance)"
"hydroxy-cobal"	"409258004"	"vitamin b>12b< (substance)"
"aldurazyme"	"409264006"	"laronidase (substance)"
"betoptic pilo"	"409276006"	"betaxolol (substance)"
"betoptic"	"409276006"	"betaxolol (substance)"
"betoptic s"	"409276006"	"betaxolol (substance)"
"kerlone"	"409276006"	"betaxolol (substance)"
"betaxon"	"409277002"	"levobetaxolol (substance)"
"ertaczo"	"409280001"	"sertaconazole (substance)"
"evoxac"	"409284005"	"cevimeline (substance)"
"myfortic"	"409330005"	"mycophenolic acid (substance)"
"geodon"	"409356003"	"ziprasidone (substance)"
"sensipar"	"409392004"	"cinacalcet (substance)"
"erbitux"	"409400001"	"cetuximab (substance)"
"avastin"	"409406007"	"bevacizumab (substance)"
"lunesta"	"409420000"	"eszopiclone (substance)"
"oxilan"	"409485008"	"ioxilan (substance)"
"schiff"	"4104007"	"chondroitin sulfate (substance)"
"osteo bi-flex"	"4104007"	"chondroitin sulfate (substance)"
"cosamin"	"4104007"	"chondroitin sulfate (substance)"
"tripleflex"	"4104007"	"chondroitin sulfate (substance)"
"discovisc"	"4104007"	"chondroitin sulfate (substance)"
"novipet joint support"	"4104007"	"chondroitin sulfate (substance)"
"cidaflex"	"4104007"	"chondroitin sulfate (substance)"
"viscoat"	"4104007"	"chondroitin sulfate (substance)"
"optiflex-c"	"4104007"	"chondroitin sulfate (substance)"
"uvadex"	"41062004"	"methoxsalen (substance)"
"oxsoralen-ultra"	"41062004"	"methoxsalen (substance)"
"8-mop"	"41062004"	"methoxsalen (substance)"
"oxsoralen"	"41062004"	"methoxsalen (substance)"
"relpax"	"410843003"	"eletriptan (substance)"
"eescula"	"410844009"	"unoprostone isopropyl (substance)"
"urolene blue"	"410906004"	"methylene blue (substance)"
"ketek"	"410908003"	"telithromycin (substance)"
"xyrem"	"410917003"	"sodium oxybate (substance)"
"lantus"	"411529005"	"insulin glargine (substance)"
"toujeo"	"411529005"	"insulin glargine (substance)"
"frova"	"411990007"	"frovatriptan (substance)"
"melatonex"	"41199001"	"melatonin (substance)"
"restone"	"41199001"	"melatonin (substance)"
"ivy block"	"412057007"	"bentoquatam (substance)"
"hepsera"	"412072006"	"adefovir (substance)"
"abelcet"	"412088006"	"amphotericin b liposome (substance)"
"ambisome"	"412088006"	"amphotericin b liposome (substance)"
"amphotec"	"412088006"	"amphotericin b liposome (substance)"
"mitrolan"	"412105005"	"calcium polycarbophil (substance)"
"konsyl fiber"	"412105005"	"calcium polycarbophil (substance)"
"fiberall tablets"	"412105005"	"calcium polycarbophil (substance)"
"equalactin"	"412105005"	"calcium polycarbophil (substance)"
"polycarb"	"412105005"	"calcium polycarbophil (substance)"
"perdiem fiber caplet"	"412105005"	"calcium polycarbophil (substance)"
"fiber tab"	"412105005"	"calcium polycarbophil (substance)"
"fibernorm"	"412105005"	"calcium polycarbophil (substance)"
"fibercon"	"412105005"	"calcium polycarbophil (substance)"
"q-sorb co q-10"	"412129003"	"coenzyme q10 (substance)"
"chew q"	"412129003"	"coenzyme q10 (substance)"
"liqsorb"	"412129003"	"coenzyme q10 (substance)"
"h2q"	"412129003"	"coenzyme q10 (substance)"
"nutradrops"	"412129003"	"coenzyme q10 (substance)"
"quinzyme"	"412129003"	"coenzyme q10 (substance)"
"carni q-gel forte"	"412129003"	"coenzyme q10 (substance)"
"liquid co-q10"	"412129003"	"coenzyme q10 (substance)"
"renovue-65"	"412225000"	"iodamide (substance)"
"telepaque"	"412227008"	"iopanoic acid (substance)"
"kutapressin"	"412238008"	"liver extract (substance)"
"nexavir"	"412238008"	"liver extract (substance)"
"benicar"	"412259001"	"olmesartan (substance)"
"tamiflu"	"412261005"	"oseltamivir (substance)"
"serenus"	"412266000"	"valerian extract (substance)"
"carbaglu"	"412295009"	"carglumic acid (substance)"
"zavesca"	"412296005"	"miglustat (substance)"
"vidaza"	"412328000"	"azacitidine (substance)"
"tridesilon"	"412363005"	"desonide (substance)"
"desonate"	"412363005"	"desonide (substance)"
"lokara"	"412363005"	"desonide (substance)"
"desowen"	"412363005"	"desonide (substance)"
"delonide"	"412363005"	"desonide (substance)"
"verdeso"	"412363005"	"desonide (substance)"
"redux"	"412366002"	"dexfenfluramine (substance)"
"intropin"	"412383006"	"dopamine (substance)"
"inocor i. v."	"412411004"	"imamrinone (substance)"
"vigamox"	"412439003"	"moxifloxacin (substance)"
"avelox"	"412439003"	"moxifloxacin (substance)"
"moxeza"	"412439003"	"moxifloxacin (substance)"
"thyrel trh"	"412495007"	"protirelin (substance)"
"thyrogen"	"412520006"	"thyrotropin alfa (substance)"
"blu-kote"	"412535007"	"acriflavine (substance)"
"citra ph"	"412546005"	"sodium citrate (substance)"
"xifaxan"	"412553001"	"rifaximin (substance)"
"iodosorb"	"412595005"	"cadexomer iodine (substance)"
"iodoflex"	"412595005"	"cadexomer iodine (substance)"
"sanctura"	"412604005"	"trospium (substance)"
"typhim vi"	"412607003"	"typhoid vi polysaccharide vaccine (substance)"
"innohep"	"412608008"	"tinzaparin (substance)"
"reyataz"	"413592000"	"atazanavir (substance)"
"evotaz"	"413592000"	"atazanavir (substance)"
"cancidas"	"413770001"	"caspofungin (substance)"
"clolar"	"413873006"	"clofarabine (substance)"
"zilactin"	"41412001"	"tannic acid (substance)"
"tarceva"	"414123001"	"erlotinib (substance)"
"foradil"	"414289007"	"formoterol (substance)"
"perforomist"	"414289007"	"formoterol (substance)"
"dulera"	"414289007"	"formoterol (substance)"
"gleevec"	"414460008"	"imatinib (substance)"
"levemir"	"414515005"	"insulin detemir (substance)"
"fosrenol"	"414571007"	"lanthanum carbonate (substance)"
"tysabri"	"414805007"	"natalizumab (substance)"
"lyrica"	"415160008"	"pregabalin (substance)"
"macugen"	"416058004"	"pegaptanib (substance)"
"mycamine"	"416127003"	"micafungin (substance)"
"enablex"	"416140008"	"darifenacin (substance)"
"symlin"	"416425000"	"pramlintide (substance)"
"prialt"	"416512006"	"ziconotide (substance)"
"baraclude"	"416644000"	"entecavir (substance)"
"byetta"	"416859008"	"exenatide (substance)"
"bydureon"	"416859008"	"exenatide (substance)"
"zelnorm"	"417025001"	"tegaserod (substance)"
"zetonna"	"417420004"	"ciclesonide (substance)"
"omnaris"	"417420004"	"ciclesonide (substance)"
"alvesco"	"417420004"	"ciclesonide (substance)"
"gastromark"	"417534001"	"ferumoxsil (substance)"
"kepivance"	"417550009"	"palifermin (substance)"
"ellence"	"417916005"	"epirubicin (substance)"
"exosurf"	"418047004"	"colfosceril (substance)"
"ortho-gynol contraceptive"	"418139001"	"octoxynol (substance)"
"koromex cream"	"418139001"	"octoxynol (substance)"
"increlex"	"418157000"	"mecasermin (substance)"
"surfaxin"	"418166001"	"lucinactant (substance)"
"caprelsa"	"418260004"	"vandetanib (substance)"
"ventipulmin"	"418264008"	"clenbuterol (substance)"
"tygacil"	"418313005"	"tigecycline (substance)"
"octycine-250"	"418700002"	"docusate (substance)"
"dialose"	"418700002"	"docusate (substance)"
"dok"	"418700002"	"docusate (substance)"
"ex-lax extra gentle"	"418700002"	"docusate (substance)"
"doxidan softgel laxative plus stool softener"	"418700002"	"docusate (substance)"
"kaopectate stool softener"	"418700002"	"docusate (substance)"
"docal"	"418700002"	"docusate (substance)"
"octycine-100"	"418700002"	"docusate (substance)"
"unilax"	"418700002"	"docusate (substance)"
"pedia-lax liquid"	"418700002"	"docusate (substance)"
"colace micro-enema"	"418700002"	"docusate (substance)"
"phillips gel"	"418700002"	"docusate (substance)"
"modane soft"	"418700002"	"docusate (substance)"
"docusoft s"	"418700002"	"docusate (substance)"
"aqualax"	"418700002"	"docusate (substance)"
"correctol softgel extra gentle"	"418700002"	"docusate (substance)"
"dioctyn"	"418700002"	"docusate (substance)"
"dulcoease pink"	"418700002"	"docusate (substance)"
"pet-ema"	"418700002"	"docusate (substance)"
"doculase"	"418700002"	"docusate (substance)"
"surfak stool softener"	"418700002"	"docusate (substance)"
"docucal-p"	"418700002"	"docusate (substance)"
"modane plus"	"418700002"	"docusate (substance)"
"docucal"	"418700002"	"docusate (substance)"
"doculax"	"418700002"	"docusate (substance)"
"enemeez"	"418700002"	"docusate (substance)"
"fleet sof-lax"	"418700002"	"docusate (substance)"
"phillips stool softener"	"418700002"	"docusate (substance)"
"colace"	"418700002"	"docusate (substance)"
"dialose plus"	"418700002"	"docusate (substance)"
"promolaxin"	"418700002"	"docusate (substance)"
"ex-lax stool softener"	"418700002"	"docusate (substance)"
"docusol"	"418700002"	"docusate (substance)"
"kasof"	"418700002"	"docusate (substance)"
"dulcolax stool softener"	"418700002"	"docusate (substance)"
"azilect"	"418734001"	"rasagiline (substance)"
"arranon"	"418784008"	"nelarabine (substance)"
"betagan"	"418934007"	"levobunolol (substance)"
"vetstarch"	"418938005"	"hydroxyethyl starch (substance)"
"voluven"	"418938005"	"hydroxyethyl starch (substance)"
"clobex"	"419129004"	"clobetasol (substance)"
"embeline"	"419129004"	"clobetasol (substance)"
"cormax"	"419129004"	"clobetasol (substance)"
"clodan"	"419129004"	"clobetasol (substance)"
"temovate"	"419129004"	"clobetasol (substance)"
"clobevate"	"419129004"	"clobetasol (substance)"
"olux"	"419129004"	"clobetasol (substance)"
"pentostam"	"419379007"	"sodium stibogluconate (substance)"
"catosal"	"419382002"	"cyanocobalamin (substance)"
"primabalt"	"419382002"	"cyanocobalamin (substance)"
"vibal"	"419382002"	"cyanocobalamin (substance)"
"niva-fol"	"419382002"	"cyanocobalamin (substance)"
"nascobal"	"419382002"	"cyanocobalamin (substance)"
"cobolin-m"	"419382002"	"cyanocobalamin (substance)"
"cyomin"	"419382002"	"cyanocobalamin (substance)"
"la-12"	"419382002"	"cyanocobalamin (substance)"
"crystamine"	"419382002"	"cyanocobalamin (substance)"
"vitabee 12"	"419382002"	"cyanocobalamin (substance)"
"crysti-12"	"419382002"	"cyanocobalamin (substance)"
"crystal b-12"	"419382002"	"cyanocobalamin (substance)"
"multigen"	"419382002"	"cyanocobalamin (substance)"
"neuroforte-r"	"419382002"	"cyanocobalamin (substance)"
"vita #12"	"419382002"	"cyanocobalamin (substance)"
"b-12 resin"	"419382002"	"cyanocobalamin (substance)"
"calomist"	"419382002"	"cyanocobalamin (substance)"
"cyanoject"	"419382002"	"cyanocobalamin (substance)"
"cobal-1000"	"419382002"	"cyanocobalamin (substance)"
"depo-cobolin"	"419382002"	"cyanocobalamin (substance)"
"sytobex"	"419382002"	"cyanocobalamin (substance)"
"aptivus"	"419409009"	"tipranavir (substance)"
"theratears"	"419432008"	"carboxymethylcellulose (substance)"
"thera tears"	"419432008"	"carboxymethylcellulose (substance)"
"refresh optive advanced"	"419432008"	"carboxymethylcellulose (substance)"
"refresh optive sensitive"	"419432008"	"carboxymethylcellulose (substance)"
"retaine"	"419432008"	"carboxymethylcellulose (substance)"
"eyes alive lubricating"	"419432008"	"carboxymethylcellulose (substance)"
"refresh liquigel"	"419432008"	"carboxymethylcellulose (substance)"
"refresh drops"	"419432008"	"carboxymethylcellulose (substance)"
"revive plus"	"419432008"	"carboxymethylcellulose (substance)"
"genteal gel drops"	"419432008"	"carboxymethylcellulose (substance)"
"clear eyes tears"	"419432008"	"carboxymethylcellulose (substance)"
"tears again"	"419432008"	"carboxymethylcellulose (substance)"
"ilevro"	"419460005"	"nepafenac (substance)"
"nevanac"	"419460005"	"nepafenac (substance)"
"naglazyme"	"419797001"	"galsulfase (substance)"
"altresyn"	"419841009"	"altrenogest (substance)"
"rozerem"	"419878007"	"ramelteon (substance)"
"jadenu"	"419985007"	"deferasirox (substance)"
"exjade"	"419985007"	"deferasirox (substance)"
"ranexa"	"420365007"	"ranolazine (substance)"
"tace"	"420464005"	"chlorotrianisene (substance)"
"giazo"	"420557005"	"balsalazide (substance)"
"colazal"	"420557005"	"balsalazide (substance)"
"coartem"	"420578008"	"artemether (substance)"
"dacogen"	"420759005"	"decitabine (substance)"
"malarone"	"421085008"	"proguanil (substance)"
"sutent"	"421192001"	"sunitinib (substance)"
"viread"	"421203005"	"tenofovir disoproxil (substance)"
"corlanor"	"421228002"	"ivabradine (substance)"
"maginex"	"421363009"	"magnesium aspartate (substance)"
"maginex ds"	"421363009"	"magnesium aspartate (substance)"
"magnesiocard"	"421363009"	"magnesium aspartate (substance)"
"revlimid"	"421471009"	"lenalidomide (substance)"
"posicor"	"421651006"	"mibefradil (substance)"
"noxafil"	"421747003"	"posaconazole (substance)"
"chantix"	"421772003"	"varenicline (substance)"
"orencia"	"421777009"	"abatacept (substance)"
"amitiza"	"421856003"	"lubiprostone (substance)"
"vaprisol"	"421858002"	"conivaptan (substance)"
"xyzal"	"421889003"	"levocetirizine (substance)"
"neupro"	"421924006"	"rotigotine (substance)"
"gingi med"	"42193003"	"stannous fluoride (substance)"
"gelato perio rinse"	"42193003"	"stannous fluoride (substance)"
"medactive rinse"	"42193003"	"stannous fluoride (substance)"
"stanimax perio rinse"	"42193003"	"stannous fluoride (substance)"
"sensodyne repair and protect"	"42193003"	"stannous fluoride (substance)"
